,PopulationSize,ChromosomeLength,ElitismFactor,Iteration,GeneticIterations
2156,5,11,15,6,134
2157,5,11,15,7,1020
2158,5,11,15,8,486
2159,5,11,15,9,133
2160,5,11,16,0,466
2161,5,11,16,1,1699
2162,5,11,16,2,590
2163,5,11,16,3,562
2164,5,11,16,4,108
2165,5,11,16,5,1370
2166,5,11,16,6,228
2167,5,11,16,7,166
2168,5,11,16,8,2771
2169,5,11,16,9,1043
2170,5,11,17,0,920
2171,5,11,17,1,657
2172,5,11,17,2,85
2173,5,11,17,3,599
2174,5,11,17,4,749
2175,5,11,17,5,4
2176,5,11,17,6,156
2177,5,11,17,7,166
2178,5,11,17,8,123
2179,5,11,17,9,22
2180,5,11,18,0,2081
2181,5,11,18,1,558
2182,5,11,18,2,961
2183,5,11,18,3,261
2184,5,11,18,4,735
2185,5,11,18,5,123
2186,5,11,18,6,1464
2187,5,11,18,7,771
2188,5,11,18,8,600
2189,5,11,18,9,1501
2190,5,11,19,0,821
2191,5,11,19,1,1434
2192,5,11,19,2,864
2193,5,11,19,3,1571
2194,5,11,19,4,10
2195,5,11,19,5,482
2196,5,11,19,6,237
2197,5,11,19,7,178
2198,5,11,19,8,1856
2199,5,11,19,9,55
2200,5,12,10,0,1844
2201,5,12,10,1,1240
2202,5,12,10,2,2897
2203,5,12,10,3,1582
2204,5,12,10,4,659
2205,5,12,10,5,1062
2206,5,12,10,6,158
2207,5,12,10,7,562
2208,5,12,10,8,81
2209,5,12,10,9,1566
2210,5,12,11,0,2249
2211,5,12,11,1,1676
2212,5,12,11,2,261
2213,5,12,11,3,1940
2214,5,12,11,4,1383
2215,5,12,11,5,3326
2216,5,12,11,6,1840
2217,5,12,11,7,608
2218,5,12,11,8,2274
2219,5,12,11,9,1041
2220,5,12,12,0,1004
2221,5,12,12,1,4064
2222,5,12,12,2,6036
2223,5,12,12,3,1280
2224,5,12,12,4,1181
2225,5,12,12,5,4
2226,5,12,12,6,976
2227,5,12,12,7,300
2228,5,12,12,8,959
2229,5,12,12,9,2105
2230,5,12,13,0,1633
2231,5,12,13,1,1159
2232,5,12,13,2,1577
2233,5,12,13,3,417
2234,5,12,13,4,136
2235,5,12,13,5,1096
2236,5,12,13,6,397
2237,5,12,13,7,83
2238,5,12,13,8,124
2239,5,12,13,9,1416
2240,5,12,14,0,971
2241,5,12,14,1,880
2242,5,12,14,2,203
2243,5,12,14,3,2488
2244,5,12,14,4,1071
2245,5,12,14,5,3058
2246,5,12,14,6,876
2247,5,12,14,7,211
2248,5,12,14,8,2866
2249,5,12,14,9,284
2250,5,12,15,0,3508
2251,5,12,15,1,2098
2252,5,12,15,2,1907
2253,5,12,15,3,1934
2254,5,12,15,4,142
2255,5,12,15,5,343
2256,5,12,15,6,31
2257,5,12,15,7,26
2258,5,12,15,8,2632
2259,5,12,15,9,15
2260,5,12,16,0,596
2261,5,12,16,1,1795
2262,5,12,16,2,3417
2263,5,12,16,3,1838
2264,5,12,16,4,3028
2265,5,12,16,5,552
2266,5,12,16,6,536
2267,5,12,16,7,4314
2268,5,12,16,8,441
2269,5,12,16,9,758
2270,5,12,17,0,1623
2271,5,12,17,1,1405
2272,5,12,17,2,2586
2273,5,12,17,3,184
2274,5,12,17,4,1899
2275,5,12,17,5,539
2276,5,12,17,6,3418
2277,5,12,17,7,405
2278,5,12,17,8,1003
2279,5,12,17,9,4766
2280,5,12,18,0,3113
2281,5,12,18,1,1218
2282,5,12,18,2,2078
2283,5,12,18,3,3454
2284,5,12,18,4,806
2285,5,12,18,5,1747
2286,5,12,18,6,71
2287,5,12,18,7,2319
2288,5,12,18,8,761
2289,5,12,18,9,497
2290,5,12,19,0,519
2291,5,12,19,1,934
2292,5,12,19,2,2355
2293,5,12,19,3,292
2294,5,12,19,4,1824
2295,5,12,19,5,575
2296,5,12,19,6,3620
2297,5,12,19,7,471
2298,5,12,19,8,4873
2299,5,12,19,9,752
2300,5,13,10,0,5303
2301,5,13,10,1,1508
2302,5,13,10,2,3463
2303,5,13,10,3,1010
2304,5,13,10,4,9070
2305,5,13,10,5,2850
2306,5,13,10,6,1450
2307,5,13,10,7,620
2308,5,13,10,8,542
2309,5,13,10,9,85
2310,5,13,11,0,1706
2311,5,13,11,1,299
2312,5,13,11,2,58
2313,5,13,11,3,5566
2314,5,13,11,4,376
2315,5,13,11,5,4392
2316,5,13,11,6,1279
2317,5,13,11,7,789
2318,5,13,11,8,1900
2319,5,13,11,9,157
2320,5,13,12,0,734
2321,5,13,12,1,2519
2322,5,13,12,2,1034
2323,5,13,12,3,2974
2324,5,13,12,4,148
2325,5,13,12,5,584
2326,5,13,12,6,926
2327,5,13,12,7,4975
2328,5,13,12,8,1630
2329,5,13,12,9,2342
2330,5,13,13,0,6194
2331,5,13,13,1,216
2332,5,13,13,2,3235
2333,5,13,13,3,1594
2334,5,13,13,4,5288
2335,5,13,13,5,3217
2336,5,13,13,6,789
2337,5,13,13,7,3047
2338,5,13,13,8,10879
2339,5,13,13,9,12815
2340,5,13,14,0,1178
2341,5,13,14,1,670
2342,5,13,14,2,220
2343,5,13,14,3,6648
2344,5,13,14,4,7437
2345,5,13,14,5,3966
2346,5,13,14,6,2028
2347,5,13,14,7,1557
2348,5,13,14,8,1237
2349,5,13,14,9,3337
2350,5,13,15,0,2132
2351,5,13,15,1,1879
2352,5,13,15,2,6334
2353,5,13,15,3,675
2354,5,13,15,4,2020
2355,5,13,15,5,1857
2356,5,13,15,6,2359
2357,5,13,15,7,375
2358,5,13,15,8,3297
2359,5,13,15,9,1691
2360,5,13,16,0,2331
2361,5,13,16,1,644
2362,5,13,16,2,6748
2363,5,13,16,3,6775
2364,5,13,16,4,1447
2365,5,13,16,5,3540
2366,5,13,16,6,1012
2367,5,13,16,7,2428
2368,5,13,16,8,9686
2369,5,13,16,9,5441
2370,5,13,17,0,2367
2371,5,13,17,1,96
2372,5,13,17,2,796
2373,5,13,17,3,1637
2374,5,13,17,4,2100
2375,5,13,17,5,4401
2376,5,13,17,6,1574
2377,5,13,17,7,2317
2378,5,13,17,8,541
2379,5,13,17,9,1439
2380,5,13,18,0,1105
2381,5,13,18,1,665
2382,5,13,18,2,1100
2383,5,13,18,3,2944
2384,5,13,18,4,4008
2385,5,13,18,5,2569
2386,5,13,18,6,1868
2387,5,13,18,7,512
2388,5,13,18,8,5513
2389,5,13,18,9,1059
2390,5,13,19,0,4321
2391,5,13,19,1,3226
2392,5,13,19,2,1656
2393,5,13,19,3,1244
2394,5,13,19,4,1133
2395,5,13,19,5,2034
2396,5,13,19,6,1039
2397,5,13,19,7,4229
2398,5,13,19,8,2635
2399,5,13,19,9,301
2400,6,8,10,0,155
2401,6,8,10,1,2
2402,6,8,10,2,149
2403,6,8,10,3,209
2404,6,8,10,4,76
2405,6,8,10,5,137
2406,6,8,10,6,243
2407,6,8,10,7,26
2408,6,8,10,8,526
2409,6,8,10,9,7
2410,6,8,11,0,1
2411,6,8,11,1,49
2412,6,8,11,2,26
2413,6,8,11,3,114
2414,6,8,11,4,68
2415,6,8,11,5,324
2416,6,8,11,6,25
2417,6,8,11,7,47
2418,6,8,11,8,220
2419,6,8,11,9,167
2420,6,8,12,0,13
2421,6,8,12,1,188
2422,6,8,12,2,6
2423,6,8,12,3,258
2424,6,8,12,4,99
2425,6,8,12,5,1
2426,6,8,12,6,158
2427,6,8,12,7,56
2428,6,8,12,8,109
2429,6,8,12,9,60
2430,6,8,13,0,64
2431,6,8,13,1,184
2432,6,8,13,2,20
2433,6,8,13,3,212
2434,6,8,13,4,615
2435,6,8,13,5,22
2436,6,8,13,6,95
2437,6,8,13,7,2
2438,6,8,13,8,314
2439,6,8,13,9,90
2440,6,8,14,0,87
2441,6,8,14,1,103
2442,6,8,14,2,63
2443,6,8,14,3,289
2444,6,8,14,4,58
2445,6,8,14,5,70
2446,6,8,14,6,1
2447,6,8,14,7,26
2448,6,8,14,8,28
2449,6,8,14,9,3
2450,6,8,15,0,393
2451,6,8,15,1,133
2452,6,8,15,2,19
2453,6,8,15,3,133
2454,6,8,15,4,44
2455,6,8,15,5,88
2456,6,8,15,6,44
2457,6,8,15,7,28
2458,6,8,15,8,39
2459,6,8,15,9,141
2460,6,8,16,0,1
2461,6,8,16,1,55
2462,6,8,16,2,482
2463,6,8,16,3,100
2464,6,8,16,4,208
2465,6,8,16,5,233
2466,6,8,16,6,45
2467,6,8,16,7,26
2468,6,8,16,8,80
2469,6,8,16,9,24
2470,6,8,17,0,43
2471,6,8,17,1,31
2472,6,8,17,2,34
2473,6,8,17,3,26
2474,6,8,17,4,27
2475,6,8,17,5,7
2476,6,8,17,6,7
2477,6,8,17,7,17
2478,6,8,17,8,15
2479,6,8,17,9,21
2480,6,8,18,0,1
2481,6,8,18,1,29
2482,6,8,18,2,12
2483,6,8,18,3,29
2484,6,8,18,4,31
2485,6,8,18,5,11
2486,6,8,18,6,7
2487,6,8,18,7,39
2488,6,8,18,8,35
2489,6,8,18,9,39
2490,6,8,19,0,7
2491,6,8,19,1,11
2492,6,8,19,2,20
2493,6,8,19,3,24
2494,6,8,19,4,12
2495,6,8,19,5,18
2496,6,8,19,6,10
2497,6,8,19,7,50
2498,6,8,19,8,28
2499,6,8,19,9,6
2500,6,9,10,0,176
2501,6,9,10,1,481
2502,6,9,10,2,176
2503,6,9,10,3,74
2504,6,9,10,4,359
2505,6,9,10,5,25
2506,6,9,10,6,206
2507,6,9,10,7,3
2508,6,9,10,8,86
2509,6,9,10,9,78
2510,6,9,11,0,221
2511,6,9,11,1,419
2512,6,9,11,2,76
2513,6,9,11,3,21
2514,6,9,11,4,250
2515,6,9,11,5,169
2516,6,9,11,6,391
2517,6,9,11,7,52
2518,6,9,11,8,97
2519,6,9,11,9,5
2520,6,9,12,0,33
2521,6,9,12,1,90
2522,6,9,12,2,107
2523,6,9,12,3,15
2524,6,9,12,4,331
2525,6,9,12,5,129
2526,6,9,12,6,102
2527,6,9,12,7,107
2528,6,9,12,8,205
2529,6,9,12,9,304
2530,6,9,13,0,302
2531,6,9,13,1,49
2532,6,9,13,2,214
2533,6,9,13,3,10
2534,6,9,13,4,582
2535,6,9,13,5,9
2536,6,9,13,6,163
2537,6,9,13,7,399
2538,6,9,13,8,70
2539,6,9,13,9,8
2540,6,9,14,0,97
2541,6,9,14,1,75
2542,6,9,14,2,199
2543,6,9,14,3,102
2544,6,9,14,4,418
2545,6,9,14,5,113
2546,6,9,14,6,334
2547,6,9,14,7,618
2548,6,9,14,8,1
2549,6,9,14,9,48
2550,6,9,15,0,166
2551,6,9,15,1,43
2552,6,9,15,2,17
2553,6,9,15,3,283
2554,6,9,15,4,64
2555,6,9,15,5,644
2556,6,9,15,6,720
2557,6,9,15,7,169
2558,6,9,15,8,312
2559,6,9,15,9,158
2560,6,9,16,0,321
2561,6,9,16,1,23
2562,6,9,16,2,184
2563,6,9,16,3,860
2564,6,9,16,4,65
2565,6,9,16,5,34
2566,6,9,16,6,181
2567,6,9,16,7,230
2568,6,9,16,8,269
2569,6,9,16,9,30
2570,6,9,17,0,36
2571,6,9,17,1,11
2572,6,9,17,2,20
2573,6,9,17,3,30
2574,6,9,17,4,20
2575,6,9,17,5,43
2576,6,9,17,6,42
2577,6,9,17,7,28
2578,6,9,17,8,26
2579,6,9,17,9,24
2580,6,9,18,0,10
2581,6,9,18,1,25
2582,6,9,18,2,12
2583,6,9,18,3,27
2584,6,9,18,4,46
2585,6,9,18,5,26
2586,6,9,18,6,34
2587,6,9,18,7,15
2588,6,9,18,8,16
2589,6,9,18,9,21
2590,6,9,19,0,5
2591,6,9,19,1,71
2592,6,9,19,2,8
2593,6,9,19,3,5
2594,6,9,19,4,20
2595,6,9,19,5,28
2596,6,9,19,6,21
2597,6,9,19,7,28
2598,6,9,19,8,12
2599,6,9,19,9,36
2600,6,10,10,0,9
2601,6,10,10,1,119
2602,6,10,10,2,19
2603,6,10,10,3,155
2604,6,10,10,4,186
2605,6,10,10,5,628
2606,6,10,10,6,1245
2607,6,10,10,7,702
2608,6,10,10,8,188
2609,6,10,10,9,613
2610,6,10,11,0,228
2611,6,10,11,1,134
2612,6,10,11,2,33
2613,6,10,11,3,418
2614,6,10,11,4,615
2615,6,10,11,5,3
2616,6,10,11,6,185
2617,6,10,11,7,127
2618,6,10,11,8,513
2619,6,10,11,9,599
2620,6,10,12,0,19
2621,6,10,12,1,143
2622,6,10,12,2,227
2623,6,10,12,3,58
2624,6,10,12,4,796
2625,6,10,12,5,177
2626,6,10,12,6,148
2627,6,10,12,7,89
2628,6,10,12,8,410
2629,6,10,12,9,489
2630,6,10,13,0,84
2631,6,10,13,1,401
2632,6,10,13,2,202
2633,6,10,13,3,78
2634,6,10,13,4,2222
2635,6,10,13,5,293
2636,6,10,13,6,104
2637,6,10,13,7,524
2638,6,10,13,8,279
2639,6,10,13,9,118
2640,6,10,14,0,274
2641,6,10,14,1,338
2642,6,10,14,2,487
2643,6,10,14,3,1769
2644,6,10,14,4,517
2645,6,10,14,5,372
2646,6,10,14,6,136
2647,6,10,14,7,108
2648,6,10,14,8,85
2649,6,10,14,9,18
2650,6,10,15,0,298
2651,6,10,15,1,2480
2652,6,10,15,2,23
2653,6,10,15,3,27
2654,6,10,15,4,187
2655,6,10,15,5,151
2656,6,10,15,6,171
2657,6,10,15,7,499
2658,6,10,15,8,955
2659,6,10,15,9,2738
2660,6,10,16,0,427
2661,6,10,16,1,575
2662,6,10,16,2,562
2663,6,10,16,3,372
2664,6,10,16,4,93
2665,6,10,16,5,234
2666,6,10,16,6,145
2667,6,10,16,7,5
2668,6,10,16,8,38
2669,6,10,16,9,270
2670,6,10,17,0,19
2671,6,10,17,1,18
2672,6,10,17,2,41
2673,6,10,17,3,28
2674,6,10,17,4,12
2675,6,10,17,5,27
2676,6,10,17,6,2
2677,6,10,17,7,91
2678,6,10,17,8,23
2679,6,10,17,9,48
2680,6,10,18,0,29
2681,6,10,18,1,29
2682,6,10,18,2,17
2683,6,10,18,3,70
2684,6,10,18,4,12
2685,6,10,18,5,25
2686,6,10,18,6,27
2687,6,10,18,7,23
2688,6,10,18,8,21
2689,6,10,18,9,46
2690,6,10,19,0,28
2691,6,10,19,1,50
2692,6,10,19,2,35
2693,6,10,19,3,39
2694,6,10,19,4,75
2695,6,10,19,5,12
2696,6,10,19,6,35
2697,6,10,19,7,21
2698,6,10,19,8,34
2699,6,10,19,9,60
2700,6,11,10,0,682
2701,6,11,10,1,343
2702,6,11,10,2,1246
2703,6,11,10,3,92
2704,6,11,10,4,192
2705,6,11,10,5,912
2706,6,11,10,6,168
2707,6,11,10,7,2534
2708,6,11,10,8,413
2709,6,11,10,9,292
2710,6,11,11,0,393
2711,6,11,11,1,66
2712,6,11,11,2,400
2713,6,11,11,3,1709
2714,6,11,11,4,60
2715,6,11,11,5,1078
2716,6,11,11,6,314
2717,6,11,11,7,110
2718,6,11,11,8,37
2719,6,11,11,9,537
2720,6,11,12,0,1490
2721,6,11,12,1,61
2722,6,11,12,2,15
2723,6,11,12,3,576
2724,6,11,12,4,622
2725,6,11,12,5,112
2726,6,11,12,6,303
2727,6,11,12,7,546
2728,6,11,12,8,23
2729,6,11,12,9,2103
2730,6,11,13,0,1215
2731,6,11,13,1,553
2732,6,11,13,2,263
2733,6,11,13,3,127
2734,6,11,13,4,147
2735,6,11,13,5,451
2736,6,11,13,6,834
2737,6,11,13,7,155
2738,6,11,13,8,1398
2739,6,11,13,9,936
2740,6,11,14,0,621
2741,6,11,14,1,442
2742,6,11,14,2,691
2743,6,11,14,3,1503
2744,6,11,14,4,771
2745,6,11,14,5,325
2746,6,11,14,6,576
2747,6,11,14,7,1498
2748,6,11,14,8,308
2749,6,11,14,9,931
2750,6,11,15,0,2664
2751,6,11,15,1,119
2752,6,11,15,2,1579
2753,6,11,15,3,522
2754,6,11,15,4,293
2755,6,11,15,5,540
2756,6,11,15,6,1849
2757,6,11,15,7,212
2758,6,11,15,8,278
2759,6,11,15,9,319
2760,6,11,16,0,2661
2761,6,11,16,1,1332
2762,6,11,16,2,262
2763,6,11,16,3,1073
2764,6,11,16,4,237
2765,6,11,16,5,63
2766,6,11,16,6,874
2767,6,11,16,7,1307
2768,6,11,16,8,139
2769,6,11,16,9,167
2770,6,11,17,0,82
2771,6,11,17,1,24
2772,6,11,17,2,49
2773,6,11,17,3,12
2774,6,11,17,4,88
2775,6,11,17,5,28
2776,6,11,17,6,18
2777,6,11,17,7,45
2778,6,11,17,8,12
2779,6,11,17,9,18
2780,6,11,18,0,4
2781,6,11,18,1,14
2782,6,11,18,2,12
2783,6,11,18,3,46
2784,6,11,18,4,13
2785,6,11,18,5,31
2786,6,11,18,6,29
2787,6,11,18,7,20
2788,6,11,18,8,37
2789,6,11,18,9,32
2790,6,11,19,0,60
2791,6,11,19,1,16
2792,6,11,19,2,20
2793,6,11,19,3,51
2794,6,11,19,4,19
2795,6,11,19,5,52
2796,6,11,19,6,46
2797,6,11,19,7,8
2798,6,11,19,8,12
2799,6,11,19,9,42
2800,6,12,10,0,450
2801,6,12,10,1,984
2802,6,12,10,2,2708
2803,6,12,10,3,1297
2804,6,12,10,4,929
2805,6,12,10,5,1845
2806,6,12,10,6,1782
2807,6,12,10,7,981
2808,6,12,10,8,293
2809,6,12,10,9,351
2810,6,12,11,0,312
2811,6,12,11,1,1733
2812,6,12,11,2,156
2813,6,12,11,3,2502
2814,6,12,11,4,1750
2815,6,12,11,5,231
2816,6,12,11,6,166
2817,6,12,11,7,1655
2818,6,12,11,8,113
2819,6,12,11,9,413
2820,6,12,12,0,300
2821,6,12,12,1,633
2822,6,12,12,2,42
2823,6,12,12,3,975
2824,6,12,12,4,1304
2825,6,12,12,5,241
2826,6,12,12,6,3099
2827,6,12,12,7,358
2828,6,12,12,8,2200
2829,6,12,12,9,290
2830,6,12,13,0,1766
2831,6,12,13,1,927
2832,6,12,13,2,243
2833,6,12,13,3,60
2834,6,12,13,4,592
2835,6,12,13,5,236
2836,6,12,13,6,142
2837,6,12,13,7,8290
2838,6,12,13,8,1485
2839,6,12,13,9,502
2840,6,12,14,0,431
2841,6,12,14,1,184
2842,6,12,14,2,2998
2843,6,12,14,3,45
2844,6,12,14,4,52
2845,6,12,14,5,595
2846,6,12,14,6,68
2847,6,12,14,7,266
2848,6,12,14,8,1692
2849,6,12,14,9,579
2850,6,12,15,0,1103
2851,6,12,15,1,2040
2852,6,12,15,2,563
2853,6,12,15,3,478
2854,6,12,15,4,1188
2855,6,12,15,5,417
2856,6,12,15,6,376
2857,6,12,15,7,2139
2858,6,12,15,8,1917
2859,6,12,15,9,1920
2860,6,12,16,0,460
2861,6,12,16,1,307
2862,6,12,16,2,1855
2863,6,12,16,3,169
2864,6,12,16,4,56
2865,6,12,16,5,245
2866,6,12,16,6,70
2867,6,12,16,7,163
2868,6,12,16,8,1204
2869,6,12,16,9,627
2870,6,12,17,0,49
2871,6,12,17,1,32
2872,6,12,17,2,77
2873,6,12,17,3,59
2874,6,12,17,4,63
2875,6,12,17,5,44
2876,6,12,17,6,5
2877,6,12,17,7,41
2878,6,12,17,8,58
2879,6,12,17,9,50
2880,6,12,18,0,16
2881,6,12,18,1,24
2882,6,12,18,2,20
2883,6,12,18,3,21
2884,6,12,18,4,88
2885,6,12,18,5,49
2886,6,12,18,6,16
2887,6,12,18,7,24
2888,6,12,18,8,34
2889,6,12,18,9,42
2890,6,12,19,0,20
2891,6,12,19,1,30
2892,6,12,19,2,55
2893,6,12,19,3,42
2894,6,12,19,4,38
2895,6,12,19,5,42
2896,6,12,19,6,109
2897,6,12,19,7,56
2898,6,12,19,8,31
2899,6,12,19,9,36
2900,6,13,10,0,5110
2901,6,13,10,1,134
2902,6,13,10,2,1587
2903,6,13,10,3,2211
2904,6,13,10,4,3496
2905,6,13,10,5,1896
2906,6,13,10,6,353
2907,6,13,10,7,3061
2908,6,13,10,8,3340
2909,6,13,10,9,1556
2910,6,13,11,0,867
2911,6,13,11,1,1070
2912,6,13,11,2,6064
2913,6,13,11,3,508
2914,6,13,11,4,4950
2915,6,13,11,5,2713
2916,6,13,11,6,4569
2917,6,13,11,7,4944
2918,6,13,11,8,1326
2919,6,13,11,9,641
2920,6,13,12,0,556
2921,6,13,12,1,3618
2922,6,13,12,2,1701
2923,6,13,12,3,5260
2924,6,13,12,4,486
2925,6,13,12,5,2516
2926,6,13,12,6,780
2927,6,13,12,7,3227
2928,6,13,12,8,2925
2929,6,13,12,9,390
2930,6,13,13,0,250
2931,6,13,13,1,865
2932,6,13,13,2,47
2933,6,13,13,3,3990
2934,6,13,13,4,5248
2935,6,13,13,5,688
2936,6,13,13,6,5036
2937,6,13,13,7,4294
2938,6,13,13,8,606
2939,6,13,13,9,280
2940,6,13,14,0,1181
2941,6,13,14,1,93
2942,6,13,14,2,183
2943,6,13,14,3,1204
2944,6,13,14,4,1515
2945,6,13,14,5,2807
2946,6,13,14,6,3675
2947,6,13,14,7,2790
2948,6,13,14,8,8606
2949,6,13,14,9,168
2950,6,13,15,0,1294
2951,6,13,15,1,2312
2952,6,13,15,2,1378
2953,6,13,15,3,3423
2954,6,13,15,4,669
2955,6,13,15,5,192
2956,6,13,15,6,1379
2957,6,13,15,7,1821
2958,6,13,15,8,1060
2959,6,13,15,9,1798
2960,6,13,16,0,1470
2961,6,13,16,1,1772
2962,6,13,16,2,1113
2963,6,13,16,3,10
2964,6,13,16,4,25
2965,6,13,16,5,245
2966,6,13,16,6,1172
2967,6,13,16,7,2827
2968,6,13,16,8,3933
2969,6,13,16,9,2284
2970,6,13,17,0,1
2971,6,13,17,1,90
2972,6,13,17,2,70
2973,6,13,17,3,98
2974,6,13,17,4,35
2975,6,13,17,5,37
2976,6,13,17,6,39
2977,6,13,17,7,18
2978,6,13,17,8,71
2979,6,13,17,9,28
2980,6,13,18,0,24
2981,6,13,18,1,57
2982,6,13,18,2,29
2983,6,13,18,3,41
2984,6,13,18,4,54
2985,6,13,18,5,31
2986,6,13,18,6,121
2987,6,13,18,7,21
2988,6,13,18,8,59
2989,6,13,18,9,32
2990,6,13,19,0,41
2991,6,13,19,1,51
2992,6,13,19,2,47
2993,6,13,19,3,79
2994,6,13,19,4,60
2995,6,13,19,5,57
2996,6,13,19,6,38
2997,6,13,19,7,47
2998,6,13,19,8,55
2999,6,13,19,9,39
3000,7,8,10,0,19
3001,7,8,10,1,37
3002,7,8,10,2,151
3003,7,8,10,3,28
3004,7,8,10,4,108
3005,7,8,10,5,211
3006,7,8,10,6,127
3007,7,8,10,7,188
3008,7,8,10,8,45
3009,7,8,10,9,117
3010,7,8,11,0,152
3011,7,8,11,1,63
3012,7,8,11,2,139
3013,7,8,11,3,20
3014,7,8,11,4,3
3015,7,8,11,5,297
3016,7,8,11,6,94
3017,7,8,11,7,300
3018,7,8,11,8,137
3019,7,8,11,9,93
3020,7,8,12,0,70
3021,7,8,12,1,37
3022,7,8,12,2,257
3023,7,8,12,3,67
3024,7,8,12,4,96
3025,7,8,12,5,2
3026,7,8,12,6,35
3027,7,8,12,7,47
3028,7,8,12,8,59
3029,7,8,12,9,60
3030,7,8,13,0,196
3031,7,8,13,1,10
3032,7,8,13,2,247
3033,7,8,13,3,1
3034,7,8,13,4,180
3035,7,8,13,5,148
3036,7,8,13,6,104
3037,7,8,13,7,122
3038,7,8,13,8,157
3039,7,8,13,9,17
3040,7,8,14,0,7
3041,7,8,14,1,22
3042,7,8,14,2,42
3043,7,8,14,3,1
3044,7,8,14,4,46
3045,7,8,14,5,136
3046,7,8,14,6,26
3047,7,8,14,7,28
3048,7,8,14,8,37
3049,7,8,14,9,119
3050,7,8,15,0,29
3051,7,8,15,1,24
3052,7,8,15,2,3
3053,7,8,15,3,34
3054,7,8,15,4,15
3055,7,8,15,5,18
3056,7,8,15,6,10
3057,7,8,15,7,25
3058,7,8,15,8,19
3059,7,8,15,9,23
3060,7,8,16,0,3
3061,7,8,16,1,9
3062,7,8,16,2,4
3063,7,8,16,3,8
3064,7,8,16,4,28
3065,7,8,16,5,2
3066,7,8,16,6,13
3067,7,8,16,7,26
3068,7,8,16,8,3
3069,7,8,16,9,47
3070,7,8,17,0,14
3071,7,8,17,1,4
3072,7,8,17,2,48
3073,7,8,17,3,8
3074,7,8,17,4,5
3075,7,8,17,5,9
3076,7,8,17,6,39
3077,7,8,17,7,16
3078,7,8,17,8,25
3079,7,8,17,9,19
3080,7,8,18,0,58
3081,7,8,18,1,39
3082,7,8,18,2,27
3083,7,8,18,3,13
3084,7,8,18,4,9
3085,7,8,18,5,5
3086,7,8,18,6,15
3087,7,8,18,7,8
3088,7,8,18,8,24
3089,7,8,18,9,8
3090,7,8,19,0,8
3091,7,8,19,1,34
3092,7,8,19,2,16
3093,7,8,19,3,12
3094,7,8,19,4,14
3095,7,8,19,5,16
3096,7,8,19,6,31
3097,7,8,19,7,18
3098,7,8,19,8,27
3099,7,8,19,9,15
3100,7,9,10,0,3
3101,7,9,10,1,4
3102,7,9,10,2,249
3103,7,9,10,3,190
3104,7,9,10,4,55
3105,7,9,10,5,848
3106,7,9,10,6,153
3107,7,9,10,7,116
3108,7,9,10,8,221
3109,7,9,10,9,15
3110,7,9,11,0,163
3111,7,9,11,1,269
3112,7,9,11,2,116
3113,7,9,11,3,61
3114,7,9,11,4,215
3115,7,9,11,5,69
3116,7,9,11,6,35
3117,7,9,11,7,33
3118,7,9,11,8,244
3119,7,9,11,9,113
3120,7,9,12,0,47
3121,7,9,12,1,138
3122,7,9,12,2,55
3123,7,9,12,3,53
3124,7,9,12,4,166
3125,7,9,12,5,192
3126,7,9,12,6,139
3127,7,9,12,7,20
3128,7,9,12,8,121
3129,7,9,12,9,47
3130,7,9,13,0,156
3131,7,9,13,1,607
3132,7,9,13,2,751
3133,7,9,13,3,19
3134,7,9,13,4,116
3135,7,9,13,5,14
3136,7,9,13,6,147
3137,7,9,13,7,202
3138,7,9,13,8,164
3139,7,9,13,9,67
3140,7,9,14,0,44
3141,7,9,14,1,321
3142,7,9,14,2,202
3143,7,9,14,3,199
3144,7,9,14,4,98
3145,7,9,14,5,75
3146,7,9,14,6,14
3147,7,9,14,7,50
3148,7,9,14,8,41
3149,7,9,14,9,9
3150,7,9,15,0,2
3151,7,9,15,1,25
3152,7,9,15,2,39
3153,7,9,15,3,3
3154,7,9,15,4,24
3155,7,9,15,5,13
3156,7,9,15,6,6
3157,7,9,15,7,35
3158,7,9,15,8,26
3159,7,9,15,9,21
3160,7,9,16,0,20
3161,7,9,16,1,19
3162,7,9,16,2,15
3163,7,9,16,3,21
3164,7,9,16,4,30
3165,7,9,16,5,17
3166,7,9,16,6,47
3167,7,9,16,7,47
3168,7,9,16,8,33
3169,7,9,16,9,26
3170,7,9,17,0,9
3171,7,9,17,1,80
3172,7,9,17,2,4
3173,7,9,17,3,16
3174,7,9,17,4,43
3175,7,9,17,5,40
3176,7,9,17,6,1
3177,7,9,17,7,11
3178,7,9,17,8,14
3179,7,9,17,9,17
3180,7,9,18,0,7
3181,7,9,18,1,10
3182,7,9,18,2,41
3183,7,9,18,3,27
3184,7,9,18,4,24
3185,7,9,18,5,7
3186,7,9,18,6,19
3187,7,9,18,7,36
3188,7,9,18,8,21
3189,7,9,18,9,7
3190,7,9,19,0,19
3191,7,9,19,1,35
3192,7,9,19,2,4
3193,7,9,19,3,18
3194,7,9,19,4,6
3195,7,9,19,5,39
3196,7,9,19,6,39
3197,7,9,19,7,28
3198,7,9,19,8,38
3199,7,9,19,9,13
3200,7,10,10,0,440
3201,7,10,10,1,128
3202,7,10,10,2,829
3203,7,10,10,3,110
3204,7,10,10,4,590
3205,7,10,10,5,234
3206,7,10,10,6,1102
3207,7,10,10,7,2
3208,7,10,10,8,133
3209,7,10,10,9,8
3210,7,10,11,0,44
